NAME	SIZE	ES	NES	NOM_p-val	FDR_q-val	FWER_p-val	RANK_AT_MAX	LEADING_EDGE			
GOBP_POSITIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE	80	0.30405763	0.9353283	0.61167	0.9001456	1	1735	"tags=24%,"	"list=16%,"	signal=28%	
GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	280	0.28953236	1.057751	0.37924153	0.90014976	1	2318	"tags=23%,"	"list=22%,"	signal=29%	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL	90	0.2656004	1.0450228	0.38329765	0.9002142	1	1982	"tags=17%,"	"list=19%,"	signal=20%	
GOBP_CARBOHYDRATE_DERIVATIVE_BIOSYNTHETIC_PROCESS	418	0.24706139	1.0684499	0.27450982	0.9002305	1	2348	"tags=22%,"	"list=22%,"	signal=27%	
GOBP_POSITIVE_REGULATION_OF_TOR_SIGNALING	29	0.25231457	0.9246515	0.52559054	0.9002507	1	593	"tags=7%,"	"list=6%,"	signal=7%	
GOBP_POSITIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY	83	0.32322237	1.0573875	0.3444227	0.9003051	1	1076	"tags=19%,"	"list=10%,"	signal=21%	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	128	0.28445077	1.0443726	0.35	0.90030694	1	1656	"tags=18%,"	"list=16%,"	signal=21%	
GOBP_RETINA_VASCULATURE_DEVELOPMENT_IN_CAMERA_TYPE_EYE	15	0.40343007	1.0452889	0.40571427	0.90039563	1	780	"tags=13%,"	"list=7%,"	signal=14%	
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS	135	0.23359887	0.9248487	0.66604125	0.90042514	1	2076	"tags=18%,"	"list=20%,"	signal=22%	
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION	18	0.43667287	1.1069812	0.28988326	0.9004491	1	1481	"tags=17%,"	"list=14%,"	signal=19%	
GOBP_DEVELOPMENTAL_MATURATION	181	0.2642025	0.9354758	0.6264591	0.9004779	1	1731	"tags=17%,"	"list=16%,"	signal=20%	
GOBP_PROTEIN_POLYMERIZATION	164	0.26595324	1.0477612	0.33935744	0.90051407	1	1711	"tags=14%,"	"list=16%,"	signal=16%	
GOBP_INTRACELLULAR_PROTEIN_TRANSMEMBRANE_TRANSPORT	33	0.3926991	1.088908	0.3234127	0.9005249	1	967	"tags=18%,"	"list=9%,"	signal=20%	
GOBP_COPII_COATED_VESICLE_BUDDING	29	0.33468765	1.0861405	0.34738955	0.9005419	1	3232	"tags=34%,"	"list=30%,"	signal=49%	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_ANTIGEN	29	0.4479833	1.1058165	0.31	0.90069157	1	1572	"tags=28%,"	"list=15%,"	signal=32%	
GOBP_CENTROSOME_DUPLICATION	40	0.31622598	0.9257386	0.58446604	0.90076756	1	1142	"tags=10%,"	"list=11%,"	signal=11%	
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	233	0.32139185	1.1144466	0.18562874	0.90081465	1	1524	"tags=20%,"	"list=14%,"	signal=23%	
GOBP_ACTIN_CYTOSKELETON_REORGANIZATION	73	0.3158524	1.0495173	0.35515872	0.90094966	1	1707	"tags=18%,"	"list=16%,"	signal=21%	
GOBP_PYRIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	48	0.39024794	1.1035378	0.27362204	0.9009523	1	1533	"tags=29%,"	"list=14%,"	signal=34%	
GOBP_CELLULAR_HOMEOSTASIS	454	0.27054176	1.1061192	0.13717695	0.90095425	1	1651	"tags=16%,"	"list=16%,"	signal=18%	
GOBP_ACUTE_PHASE_RESPONSE	22	0.45118123	1.0916336	0.34509805	0.9010563	1	1055	"tags=36%,"	"list=10%,"	signal=40%	
GOBP_CELL_FATE_DETERMINATION	32	0.38201872	0.92487425	0.5741445	0.9010883	1	2843	"tags=41%,"	"list=27%,"	signal=55%	
GOBP_ORGANIC_CYCLIC_COMPOUND_CATABOLIC_PROCESS	298	0.27026168	1.0852888	0.21085595	0.9011753	1	2080	"tags=21%,"	"list=20%,"	signal=26%	
GOBP_DETOXIFICATION	85	0.35110247	1.108289	0.23251417	0.90118533	1	2449	"tags=33%,"	"list=23%,"	signal=42%	
GOBP_DOPAMINE_TRANSPORT	38	0.3594776	0.9253357	0.55959594	0.90120155	1	1658	"tags=21%,"	"list=16%,"	signal=25%	
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_RENIN_ANGIOTENSIN	19	0.36663136	0.93548894	0.5632411	0.9012133	1	2274	"tags=37%,"	"list=21%,"	signal=47%	
GOBP_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	188	0.2757055	1.0863162	0.26008064	0.9012356	1	2152	"tags=21%,"	"list=20%,"	signal=26%	
GOBP_CERAMIDE_TRANSPORT	15	0.48020285	1.1064086	0.3258427	0.9013145	1	2661	"tags=40%,"	"list=25%,"	signal=53%	
GOBP_NEGATIVE_REGULATION_OF_OSSIFICATION	27	0.41951302	1.0869776	0.31861803	0.90141827	1	1339	"tags=22%,"	"list=13%,"	signal=25%	
GOBP_REGULATION_OF_INTRACELLULAR_TRANSPORT	199	0.2676552	1.0478339	0.37890625	0.90141934	1	2224	"tags=18%,"	"list=21%,"	signal=22%	
GOBP_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	106	0.33645636	1.1138934	0.19726562	0.90152735	1	2091	"tags=26%,"	"list=20%,"	signal=33%	
GOBP_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION	32	0.39438945	1.06845	0.33935744	0.9015433	1	1598	"tags=28%,"	"list=15%,"	signal=33%	
GOBP_PROTEIN_LIPID_COMPLEX_ASSEMBLY	18	0.37678415	0.9356029	0.5355731	0.9016461	1	67	"tags=6%,"	"list=1%,"	signal=6%	
GOBP_RNA_SPLICING	254	0.2938337	1.0875965	0.31120333	0.9016795	1	2265	"tags=22%,"	"list=21%,"	signal=27%	
GOBP_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	32	0.31001225	0.924908	0.60655737	0.90174836	1	1031	"tags=19%,"	"list=10%,"	signal=21%	
GOBP_PHOTOTRANSDUCTION	27	0.44922337	1.0499349	0.37909836	0.9018239	1	1368	"tags=33%,"	"list=13%,"	signal=38%	
GOBP_NEGATIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION	455	0.25641838	0.93578213	0.6264822	0.901862	1	1740	"tags=19%,"	"list=16%,"	signal=21%	
GOBP_NUCLEIC_ACID_PHOSPHODIESTER_BOND_HYDROLYSIS	152	0.28551176	1.0917737	0.23168316	0.9019104	1	1766	"tags=20%,"	"list=17%,"	signal=24%	
GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY	68	0.37215444	1.0495692	0.43103448	0.901981	1	2863	"tags=47%,"	"list=27%,"	signal=64%	
GOBP_AMINE_TRANSPORT	82	0.3772087	1.1114832	0.3127413	0.90201575	1	1050	"tags=15%,"	"list=10%,"	signal=16%	
GOBP_NEGATIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION	32	0.38751522	1.0720211	0.33469388	0.9020781	1	1083	"tags=16%,"	"list=10%,"	signal=17%	
GOBP_REGULATION_OF_VASCULATURE_DEVELOPMENT	180	0.3309929	1.0843531	0.25097275	0.9020876	1	1593	"tags=22%,"	"list=15%,"	signal=25%	
GOBP_POSITIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION	122	0.28201845	1.0488743	0.3634538	0.9021682	1	891	"tags=10%,"	"list=8%,"	signal=11%	
GOBP_TRANSCRIPTION_BY_RNA_POLYMERASE_III	32	0.33179113	1.1039884	0.35119048	0.90218735	1	3010	"tags=31%,"	"list=28%,"	signal=44%	
GOBP_TYPE_B_PANCREATIC_CELL_DIFFERENTIATION	19	0.47965357	1.0846488	0.35619047	0.90220964	1	3291	"tags=63%,"	"list=31%,"	signal=91%	
GOBP_CAMERA_TYPE_EYE_MORPHOGENESIS	77	0.30170923	0.9234347	0.5866142	0.9023098	1	1228	"tags=13%,"	"list=12%,"	signal=15%	
GOBP_NEGATIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	16	0.36576104	1.1035818	0.36983472	0.90232027	1	120	"tags=6%,"	"list=1%,"	signal=6%	
GOBP_NEGATIVE_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE	15	0.42143455	1.0871006	0.33684212	0.9023358	1	1926	"tags=20%,"	"list=18%,"	signal=24%	
GOBP_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE	121	0.33601126	1.1133388	0.23346303	0.9023643	1	1433	"tags=19%,"	"list=14%,"	signal=22%	
GOBP_POSITIVE_REGULATION_OF_GROWTH	158	0.284548	1.047898	0.33984375	0.90238905	1	2049	"tags=25%,"	"list=19%,"	signal=31%	
GOBP_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE	139	0.21296199	0.9358516	0.5449102	0.9024146	1	953	"tags=6%,"	"list=9%,"	signal=6%	
GOBP_DNA_RECOMBINATION	184	0.3027755	1.0863585	0.234714	0.9024837	1	2209	"tags=24%,"	"list=21%,"	signal=30%	
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION	177	0.3028671	1.0685209	0.30632412	0.90259176	1	1638	"tags=18%,"	"list=15%,"	signal=21%	
GOBP_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS	47	0.37259877	1.0529097	0.34592447	0.90260315	1	1309	"tags=23%,"	"list=12%,"	signal=27%	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_TARGETING_TO_MEMBRANE	16	0.47324207	1.1083062	0.302	0.90270346	1	2393	"tags=38%,"	"list=23%,"	signal=48%	
GOBP_EMBRYONIC_ORGAN_DEVELOPMENT	258	0.30438152	0.9235634	0.6023392	0.9027087	1	1693	"tags=21%,"	"list=16%,"	signal=25%	
GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	64	0.28002515	1.0481207	0.39112905	0.9027488	1	1794	"tags=16%,"	"list=17%,"	signal=19%	
GOBP_MRNA_CLEAVAGE	15	0.4508082	1.0525379	0.41372913	0.9028035	1	1729	"tags=27%,"	"list=16%,"	signal=32%	
GOBP_PEPTIDYL_SERINE_MODIFICATION	176	0.2569129	1.0880076	0.26746505	0.9028867	1	1137	"tags=10%,"	"list=11%,"	signal=11%	
GOBP_REGULATION_OF_MEIOTIC_NUCLEAR_DIVISION	18	0.4576234	1.0919029	0.3129771	0.9028895	1	1577	"tags=44%,"	"list=15%,"	signal=52%	
GOBP_POSITIVE_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION	114	0.28440166	1.0714676	0.31578946	0.9029379	1	891	"tags=10%,"	"list=8%,"	signal=10%	
GOBP_INSULIN_SECRETION	116	0.32042518	1.049955	0.3668639	0.90297073	1	2127	"tags=19%,"	"list=20%,"	signal=23%	
GOBP_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS	43	0.3368108	0.9359213	0.54141414	0.90300244	1	133	"tags=7%,"	"list=1%,"	signal=7%	
GOBP_PHAGOCYTOSIS	136	0.28313634	0.92294514	0.58811474	0.90300274	1	1507	"tags=15%,"	"list=14%,"	signal=18%	
GOBP_TRABECULA_FORMATION	20	0.43521464	1.111637	0.2840909	0.90303004	1	2295	"tags=35%,"	"list=22%,"	signal=45%	
GOBP_NUCLEOSIDE_METABOLIC_PROCESS	31	0.42431855	1.0876062	0.32987553	0.90306914	1	2772	"tags=42%,"	"list=26%,"	signal=57%	
GOBP_POSITIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	55	0.33623913	1.050874	0.35029355	0.9030826	1	1575	"tags=22%,"	"list=15%,"	signal=25%	
GOBP_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY	92	0.31444457	1.0483161	0.37083334	0.9031956	1	1521	"tags=16%,"	"list=14%,"	signal=19%	
GOBP_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS	88	0.3430597	1.0686973	0.3448276	0.9032027	1	1614	"tags=20%,"	"list=15%,"	signal=24%	
GOBP_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	64	0.3426421	1.0720769	0.3512974	0.90322274	1	1671	"tags=19%,"	"list=16%,"	signal=22%	
GOBP_INORGANIC_ANION_TRANSPORT	108	0.3142697	1.1018895	0.25976562	0.9033964	1	1141	"tags=16%,"	"list=11%,"	signal=17%	
GOBP_SPINAL_CORD_MOTOR_NEURON_DIFFERENTIATION	16	0.47721198	1.0693139	0.42125985	0.9034398	1	2886	"tags=31%,"	"list=27%,"	signal=43%	
GOBP_OVULATION	17	0.45190495	1.0726542	0.36779323	0.9035843	1	3067	"tags=65%,"	"list=29%,"	signal=91%	
GOBP_OVULATION_CYCLE_PROCESS	29	0.35632026	0.920254	0.5811088	0.90361506	1	2791	"tags=45%,"	"list=26%,"	signal=61%	
GOBP_RETINA_MORPHOGENESIS_IN_CAMERA_TYPE_EYE	37	0.36525086	1.0500871	0.39034206	0.9036397	1	1228	"tags=19%,"	"list=12%,"	signal=21%	
GOBP_REGULATION_OF_CYTOSKELETON_ORGANIZATION	326	0.24941644	1.0529538	0.31620553	0.90366423	1	1132	"tags=10%,"	"list=11%,"	signal=11%	
GOBP_PROTEIN_CONTAINING_COMPLEX_REMODELING	20	0.47654688	1.0516697	0.39181286	0.9036732	1	594	"tags=15%,"	"list=6%,"	signal=16%	
GOBP_REGULATION_OF_DNA_REPAIR	121	0.29211265	1.1021714	0.23517786	0.9037177	1	1508	"tags=15%,"	"list=14%,"	signal=17%	
GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	39	0.37410095	1.05102	0.3565737	0.90374184	1	1751	"tags=26%,"	"list=17%,"	signal=31%	
GOBP_CELL_CYCLE_DNA_REPLICATION	27	0.44309753	1.1118585	0.2987552	0.9037511	1	2110	"tags=41%,"	"list=20%,"	signal=51%	
GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY	45	0.38378632	1.0923781	0.37937742	0.9037626	1	2863	"tags=49%,"	"list=27%,"	signal=67%	
GOBP_ZINC_ION_TRANSPORT	17	0.3943219	1.0695814	0.407767	0.90379304	1	2556	"tags=35%,"	"list=24%,"	signal=46%	
GOBP_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS	26	0.42753753	1.0920047	0.34081632	0.90392065	1	1040	"tags=15%,"	"list=10%,"	signal=17%	
GOBP_REGULATION_OF_DEPHOSPHORYLATION	91	0.2844064	1.0729114	0.31702128	0.90393937	1	685	"tags=8%,"	"list=6%,"	signal=8%	
GOBP_RESPONSE_TO_PAIN	19	0.42341354	1.0548337	0.36072144	0.9039465	1	1332	"tags=32%,"	"list=13%,"	signal=36%	
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE	37	0.3601339	1.0538113	0.44534412	0.9040096	1	3728	"tags=59%,"	"list=35%,"	signal=91%	
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	26	0.39053112	1.0519043	0.36127743	0.9040121	1	1671	"tags=23%,"	"list=16%,"	signal=27%	
GOBP_ACUTE_INFLAMMATORY_RESPONSE	62	0.3593172	1.0512688	0.35249043	0.9040415	1	1055	"tags=23%,"	"list=10%,"	signal=25%	
GOBP_CELL_KILLING	81	0.38143086	1.1083618	0.24110672	0.9040685	1	1507	"tags=23%,"	"list=14%,"	signal=27%	
GOBP_ACTIN_FILAMENT_ORGANIZATION	274	0.27206326	1.0721843	0.28404668	0.90408766	1	942	"tags=11%,"	"list=9%,"	signal=11%	
GOBP_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	309	0.2524115	1.0544393	0.29637095	0.9041207	1	2152	"tags=20%,"	"list=20%,"	signal=24%	
GOBP_HEART_DEVELOPMENT	368	0.27008033	0.92058307	0.6403846	0.9041561	1	1640	"tags=18%,"	"list=15%,"	signal=20%	
GOBP_REGULATION_OF_HEART_GROWTH	44	0.31228116	0.9203239	0.60341555	0.9041765	1	2049	"tags=30%,"	"list=19%,"	signal=36%	
GOBP_AMIDE_TRANSPORT	194	0.31901523	1.1002198	0.257874	0.90423715	1	1823	"tags=21%,"	"list=17%,"	signal=24%	
GOBP_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM	192	0.25783676	0.9212727	0.64908725	0.90431154	1	1776	"tags=18%,"	"list=17%,"	signal=21%	
GOBP_RECOMBINATIONAL_REPAIR	103	0.3179249	1.1023996	0.26129666	0.9043509	1	2131	"tags=23%,"	"list=20%,"	signal=29%	
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	102	0.34279844	1.081389	0.28653845	0.9043552	1	1385	"tags=22%,"	"list=13%,"	signal=25%	
GOBP_AORTIC_VALVE_MORPHOGENESIS	24	0.39725968	1.0687318	0.37795275	0.90436906	1	1100	"tags=17%,"	"list=10%,"	signal=19%	
GOBP_THIOESTER_METABOLIC_PROCESS	54	0.28802097	0.9214448	0.61584157	0.9045226	1	2059	"tags=20%,"	"list=19%,"	signal=25%	
GOBP_RRNA_METABOLIC_PROCESS	172	0.2844117	1.0809857	0.3320158	0.9045459	1	2318	"tags=23%,"	"list=22%,"	signal=29%	
GOBP_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT	65	0.27680323	0.920664	0.6007984	0.90466714	1	2145	"tags=20%,"	"list=20%,"	signal=25%	
GOBP_NEGATIVE_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORT	16	0.45670494	1.0696789	0.34081632	0.904702	1	2295	"tags=38%,"	"list=22%,"	signal=48%	
GOBP_MITOCHONDRIAL_CALCIUM_ION_HOMEOSTASIS	17	0.3218575	0.9208869	0.54633206	0.90475	1	587	"tags=6%,"	"list=6%,"	signal=6%	
GOBP_CYCLIC_NUCLEOTIDE_MEDIATED_SIGNALING	56	0.37535667	1.0501124	0.36738703	0.90477043	1	1297	"tags=21%,"	"list=12%,"	signal=24%	
GOBP_GLYCEROLIPID_METABOLIC_PROCESS	232	0.27016336	1.0529643	0.32083333	0.9048603	1	2225	"tags=19%,"	"list=21%,"	signal=23%	
GOBP_HISTONE_DEUBIQUITINATION	28	0.37076882	1.0743272	0.374269	0.9049037	1	403	"tags=7%,"	"list=4%,"	signal=7%	
GOBP_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH	40	0.39011505	1.110411	0.27579364	0.9049441	1	2199	"tags=35%,"	"list=21%,"	signal=44%	
GOBP_MULTICELLULAR_ORGANISM_REPRODUCTION	490	0.3072133	1.099675	0.17843138	0.90496534	1	1798	"tags=20%,"	"list=17%,"	signal=23%	
GOBP_GLYCOLIPID_BIOSYNTHETIC_PROCESS	52	0.3246243	1.1119473	0.26272914	0.9049702	1	2299	"tags=23%,"	"list=22%,"	signal=29%	
GOBP_CELL_JUNCTION_ORGANIZATION	454	0.24701051	1.092785	0.26061776	0.9050384	1	1627	"tags=13%,"	"list=15%,"	signal=14%	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II	23	0.4373832	1.0699263	0.3500967	0.9050393	1	1572	"tags=30%,"	"list=15%,"	signal=36%	
GOBP_REGULATION_OF_ERAD_PATHWAY	17	0.3873315	1.0739435	0.3888889	0.90506816	1	3797	"tags=47%,"	"list=36%,"	signal=73%	
GOBP_LIVER_MORPHOGENESIS	18	0.4700808	1.1003807	0.35384616	0.9050741	1	1911	"tags=39%,"	"list=18%,"	signal=47%	
GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION	27	0.33656672	0.92150885	0.54528654	0.9050951	1	694	"tags=15%,"	"list=7%,"	signal=16%	
GOBP_CELLULAR_RESPONSE_TO_MECHANICAL_STIMULUS	47	0.39630327	1.0729399	0.32793522	0.9051498	1	1454	"tags=26%,"	"list=14%,"	signal=29%	
GOBP_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	255	0.30254158	1.0923939	0.23735408	0.90517265	1	1669	"tags=18%,"	"list=16%,"	signal=21%	
GOBP_ACIDIC_AMINO_ACID_TRANSPORT	48	0.34233633	1.1088493	0.30784315	0.9052136	1	2026	"tags=19%,"	"list=19%,"	signal=23%	
GOBP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	24	0.35467198	1.0538131	0.40079364	0.9052401	1	2707	"tags=29%,"	"list=26%,"	signal=39%	
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_WOUNDING	55	0.42182982	1.1091814	0.30891088	0.9053253	1	1451	"tags=24%,"	"list=14%,"	signal=27%	
GOBP_NEGATIVE_REGULATION_OF_TOR_SIGNALING	32	0.35613927	1.1084329	0.358	0.90535	1	748	"tags=9%,"	"list=7%,"	signal=10%	
GOBP_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY	90	0.2672369	0.91937804	0.63293654	0.90536165	1	847	"tags=12%,"	"list=8%,"	signal=13%	
GOBP_RESPONSE_TO_FIBROBLAST_GROWTH_FACTOR	76	0.3369322	1.0814748	0.30350193	0.9054218	1	2145	"tags=30%,"	"list=20%,"	signal=38%	
GOBP_CELLULAR_RESPONSE_TO_RETINOIC_ACID	47	0.39092758	1.0530952	0.39763778	0.9055839	1	1431	"tags=26%,"	"list=14%,"	signal=29%	
GOBP_HEMATOPOIETIC_STEM_CELL_PROLIFERATION	25	0.37280485	0.9215415	0.558	0.9057409	1	1083	"tags=20%,"	"list=10%,"	signal=22%	
GOBP_CELLULAR_BIOGENIC_AMINE_METABOLIC_PROCESS	56	0.33357307	1.1121423	0.2309237	0.9057614	1	1658	"tags=25%,"	"list=16%,"	signal=29%	
GOBP_TISSUE_MIGRATION	195	0.28220016	1.0744354	0.27734375	0.90581185	1	2204	"tags=23%,"	"list=21%,"	signal=29%	
GOBP_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	36	0.34698397	1.0816895	0.3677686	0.90590596	1	120	"tags=6%,"	"list=1%,"	signal=6%	
GOBP_AMINE_METABOLIC_PROCESS	66	0.3182297	1.073076	0.27878788	0.90602	1	1658	"tags=24%,"	"list=16%,"	signal=29%	
GOBP_NEUROTROPHIN_TRK_RECEPTOR_SIGNALING_PATHWAY	18	0.36215198	1.1005168	0.36550307	0.9060476	1	231	"tags=6%,"	"list=2%,"	signal=6%	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_SECRETION	80	0.2646557	0.9216556	0.6933868	0.9061111	1	2323	"tags=26%,"	"list=22%,"	signal=33%	
GOBP_ADIPOSE_TISSUE_DEVELOPMENT	39	0.37601915	1.0928832	0.33529413	0.90611833	1	2438	"tags=28%,"	"list=23%,"	signal=36%	
GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS	53	0.34634948	1.0699892	0.35867447	0.9061415	1	2933	"tags=47%,"	"list=28%,"	signal=65%	
GOBP_AMINO_ACID_ACTIVATION	28	0.3130252	1.1093614	0.32612967	0.9061537	1	233	"tags=4%,"	"list=2%,"	signal=4%	
GOBP_REGULATION_OF_PHAGOCYTOSIS	59	0.39126176	1.0780566	0.34412956	0.90633684	1	1269	"tags=19%,"	"list=12%,"	signal=21%	
GOBP_ACETYL_COA_METABOLIC_PROCESS	18	0.43332213	1.1008141	0.302714	0.9063626	1	356	"tags=17%,"	"list=3%,"	signal=17%	
GOBP_CELLULAR_RESPONSE_TO_PEPTIDE_HORMONE_STIMULUS	190	0.29337847	1.0732718	0.30426356	0.9065516	1	1823	"tags=19%,"	"list=17%,"	signal=22%	
GOBP_ORGANOPHOSPHATE_ESTER_TRANSPORT	91	0.3154141	1.0793815	0.29942417	0.90667033	1	2132	"tags=19%,"	"list=20%,"	signal=23%	
GOBP_DNA_TEMPLATED_DNA_REPLICATION_MAINTENANCE_OF_FIDELITY	31	0.35230398	1.0818496	0.32868525	0.9066804	1	2016	"tags=19%,"	"list=19%,"	signal=24%	
GOBP_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_CATABOLIC_PROCESS	16	0.5091839	1.1095725	0.3096647	0.9067754	1	299	"tags=19%,"	"list=3%,"	signal=19%	
GOBP_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	160	0.2702004	1.0782472	0.30902112	0.9068972	1	1967	"tags=18%,"	"list=19%,"	signal=22%	
GOBP_CELL_GROWTH	313	0.27344802	1.0701122	0.30753967	0.90698874	1	1927	"tags=18%,"	"list=18%,"	signal=22%	
GOBP_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	90	0.2644491	1.0744706	0.33536586	0.907037	1	3378	"tags=32%,"	"list=32%,"	signal=47%	
GOBP_EYE_PHOTORECEPTOR_CELL_DEVELOPMENT	21	0.45568153	1.0799865	0.35029355	0.90711886	1	1140	"tags=29%,"	"list=11%,"	signal=32%	
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE	243	0.27865618	1.0827279	0.23715416	0.9073467	1	1155	"tags=14%,"	"list=11%,"	signal=16%	
GOBP_NEGATIVE_REGULATION_OF_DNA_BINDING	29	0.31238174	0.91439855	0.58076924	0.90739274	1	2049	"tags=21%,"	"list=19%,"	signal=26%	
GOBP_EMBRYONIC_APPENDAGE_MORPHOGENESIS	74	0.3040218	0.9184633	0.59655833	0.90739316	1	1643	"tags=22%,"	"list=16%,"	signal=25%	
GOBP_MOLTING_CYCLE	70	0.34640166	1.0929383	0.29013538	0.9074093	1	1433	"tags=20%,"	"list=14%,"	signal=23%	
GOBP_ERK1_AND_ERK2_CASCADE	205	0.24958697	0.91309655	0.7435388	0.9074688	1	1345	"tags=15%,"	"list=13%,"	signal=17%	
GOBP_GLYCOSYL_COMPOUND_CATABOLIC_PROCESS	17	0.50339675	1.0774076	0.36016098	0.90757525	1	299	"tags=18%,"	"list=3%,"	signal=18%	
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	309	0.28065386	1.0783782	0.24390244	0.9077717	1	1575	"tags=16%,"	"list=15%,"	signal=18%	
GOBP_EXCRETION	27	0.3820265	0.91322637	0.58455884	0.9078279	1	1128	"tags=22%,"	"list=11%,"	signal=25%	
GOBP_RESPONSE_TO_KETONE	131	0.2756055	0.9149889	0.6219512	0.9078715	1	2439	"tags=27%,"	"list=23%,"	signal=34%	
GOBP_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS	201	0.29777318	1.0794191	0.2632653	0.9079446	1	1601	"tags=20%,"	"list=15%,"	signal=24%	
GOBP_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION	32	0.37073848	0.9144556	0.5869565	0.9079869	1	2200	"tags=34%,"	"list=21%,"	signal=43%	
GOBP_RESPONSE_TO_LEAD_ION	16	0.3992599	0.9119221	0.5954198	0.90798974	1	459	"tags=13%,"	"list=4%,"	signal=13%	
GOBP_RESPONSE_TO_RETINOIC_ACID	75	0.38299772	1.0818628	0.33530572	0.9080388	1	1614	"tags=28%,"	"list=15%,"	signal=33%	
